rank,Title,avg_rating,review_count,positive_reviews,positive_pct,review_pct,weighted_score
770,Jonathan Livingston Seagull,4.264,178,143,80.34,0.0165,9.596
771,The Innocent Man: Murder and Injustice in a Small Town (Random House Large Print),4.034,238,181,76.05,0.022,9.586
772,Lady Chatterley's Lover,3.707,382,236,61.78,0.0353,9.571
773,All the King's Men (Greatest Books of the 20th Century),4.595,121,111,91.74,0.0112,9.57
774,All the King's Men (Signed),4.595,121,111,91.74,0.0112,9.57
775,Sister Carrie,3.754,354,246,69.49,0.0327,9.57
776,The Prophet,4.67,112,102,91.07,0.0104,9.569
777,The Wind In the Willows,4.489,135,121,89.63,0.0125,9.563
778,The wind in the willows,4.489,135,121,89.63,0.0125,9.563
779,One day in the life of Ivan Denisovich (Praeger paberbacks),4.56,125,117,93.6,0.0116,9.562
780,Memoirs of Sherlock Holmes,4.78,100,94,94.0,0.0092,9.56
781,Three Men in a Boat,4.382,152,134,88.16,0.0141,9.56
782,Hard Times,3.926,272,192,70.59,0.0252,9.559
783,Woman in White,4.496,133,119,89.47,0.0123,9.549
784,LIARS POKER,4.331,160,137,85.62,0.0148,9.547
785,Liar's Poker: Rising Through the Wreckage on Wall Street,4.331,160,137,85.62,0.0148,9.547
786,Liar's poker : rising through the wreckage on Wall Street,4.331,160,137,85.62,0.0148,9.547
787,A Grief Observed,4.77,100,97,97.0,0.0092,9.54
788,The Tin Drum,4.286,168,135,80.36,0.0155,9.537
789,Middlemarch: A Novel of Reform (Twayne's Masterwork Studies),4.251,175,138,78.86,0.0162,9.536
790,Middlemarch 6d (Classic Fiction),4.251,175,138,78.86,0.0162,9.536
791,Middlemarch (Turtleback School & Library Binding Edition) (Penguin Classics),4.251,175,138,78.86,0.0162,9.536
792,Middlemarch (Penguin Audiobooks),4.251,175,138,78.86,0.0162,9.536
793,"Seven pillars of wisdom,: A triumph",4.443,140,124,88.57,0.0129,9.535
794,Seven pillars of wisdom: A triumph,4.443,140,124,88.57,0.0129,9.535
795,Jude the Obscure,4.013,237,171,72.15,0.0219,9.529
796,Ham on Rye,4.632,114,104,91.23,0.0105,9.527
797,My Life in France,4.612,116,108,93.1,0.0107,9.521
798,The Synonym Finder,4.848,92,88,95.65,0.0085,9.52
799,Johnny Tremain,4.153,196,160,81.63,0.0181,9.52
800,How to Read a Book,4.309,162,130,80.25,0.015,9.52
801,Middlemarch a Study of Provincial Life,4.247,174,137,78.74,0.0161,9.516
802,Middlemarch A Study of Provincial Life,4.247,174,137,78.74,0.0161,9.516
803,Middlemarch: A Study of Provincial Life,4.247,174,137,78.74,0.0161,9.516
804,Midnight in the Garden of Good and Evil,4.209,182,148,81.32,0.0168,9.512
805,"The problem of pain,",4.388,147,124,84.35,0.0136,9.51
806,The Problem of Pain,4.388,147,124,84.35,0.0136,9.51
807,The mysterious affair at Styles,4.195,185,154,83.24,0.0171,9.51
808,"The problem of pain, (The Christian challenge series, ed. by Ashley Sampson)",4.388,147,124,84.35,0.0136,9.51
809,Mysterious affair at styles,4.195,185,154,83.24,0.0171,9.51
810,Wizard of Earthsea,4.148,196,151,77.04,0.0181,9.508
811,A Wizard of Earthsea (Earthsea Trilogy Ser.),4.148,196,151,77.04,0.0181,9.508
812,When Genius Failed: The Rise and Fall of Long-Term Capital Management,4.557,122,115,94.26,0.0113,9.508
813,"A Wizard of Earthsea (The Earthsea Cycle, Book 1)",4.148,196,151,77.04,0.0181,9.508
814,Everything's Eventual: 14 Dark Tales,4.257,171,146,85.38,0.0158,9.507
815,Giovanni's Room,4.712,104,98,94.23,0.0096,9.503
816,Lucky Jim,4.403,144,122,84.72,0.0133,9.503
817,Revolutionary Road,4.355,152,130,85.53,0.0141,9.503
818,The Pact: A Love Story,4.196,184,148,80.43,0.017,9.502
819,The Maltese falcon,4.459,135,118,87.41,0.0125,9.5
820,The Maltese Falcon,4.459,135,118,87.41,0.0125,9.5
821,THE MALTESE FALCON - A Sam Spade Mystery,4.459,135,118,87.41,0.0125,9.5
822,Illusions: The Adventures of a Reluctant Messiah,4.609,115,102,88.7,0.0106,9.497
823,Year of Wonders (Turtleback School & Library Binding Edition),4.075,214,163,76.17,0.0198,9.496
824,Middlemarch;: A study of provincial life (Collier books),4.243,173,136,78.61,0.016,9.496
825,The merry adventures of Robin Hood of great renown in Nottinghamshire,4.327,156,132,84.62,0.0144,9.489
826,Red Harvest,4.396,144,135,93.75,0.0133,9.488
827,The forgotten soldier,4.673,107,99,92.52,0.0099,9.483
828,A Town Like Alice (Import),4.424,139,122,87.77,0.0129,9.482
829,A TOWN LIKE ALICE,4.424,139,122,87.77,0.0129,9.482
830,Strong Poison,4.52,125,115,92.0,0.0116,9.478
831,Till We Have Faces: A Myth Retold,4.651,109,99,90.83,0.0101,9.477
832,Till we have faces: A myth retold,4.651,109,99,90.83,0.0101,9.477
833,Till We have Faces... A Myth Retold,4.651,109,99,90.83,0.0101,9.477
834,Tell No One,4.045,220,168,76.36,0.0203,9.476
835,The Nine Tailors,4.541,122,108,88.52,0.0113,9.474
836,Black Beauty: His Groom and Companions (Courage Literary Classics),4.723,101,95,94.06,0.0093,9.466
837,Black Beauty (Troll Illustrated Classics),4.723,101,95,94.06,0.0093,9.466
838,The Invisible Man,3.975,240,182,75.83,0.0222,9.461
839,"The Wisdom of Crowds: Why the Many Are Smarter Than the Few and How Collective Wisdom Shapes Business, Economies, Societies and Nations",4.018,226,168,74.34,0.0209,9.458
840,The Phantom Tollbooth (G.K. Hall large print for young readers),4.622,111,101,90.99,0.0103,9.453
841,His Dark Materials Trilogy,4.077,208,158,75.96,0.0192,9.451
842,Hearts in Atlantis,4.027,222,158,71.17,0.0205,9.449
843,Understood Betsy,4.833,90,87,96.67,0.0083,9.446
844,A Very Long Engagement,4.455,132,111,84.09,0.0122,9.446
845,Ramona,4.161,186,150,80.65,0.0172,9.444
846,Black Beauty (Hallmark Edition),4.72,100,94,94.0,0.0092,9.44
847,Black Beauty: His Grooms and Companions. Second Frank Miller Edition.,4.72,100,94,94.0,0.0092,9.44
848,As a man thinketh,4.639,108,99,91.67,0.01,9.433
849,As a man thinketh (Little blue book),4.639,108,99,91.67,0.01,9.433
850,"Blood meridian, or, The evening redness in the west (Picador)",4.095,201,150,74.63,0.0186,9.43
851,Welcome to the Monkey House,4.433,134,118,88.06,0.0124,9.429
852,"Rabbit, Run",3.862,276,190,68.84,0.0255,9.428
853,The Moonstone (Young Readers' Lifetime Library Edition),4.231,169,141,83.43,0.0156,9.426
854,City of Bones,4.24,167,135,80.84,0.0154,9.423
855,"I, Claudius (Armed Services edition)",4.651,106,94,88.68,0.0098,9.42
856,Peace Like a River,4.232,168,136,80.95,0.0155,9.418
857,"A Connecticut Yankee in King Arthur's Court,",4.108,195,151,77.44,0.018,9.407
858,A Connecticut Yankee in King Arthur's Court (Mark Twain Library),4.108,195,151,77.44,0.018,9.407
859,A Connecticut Yankee in King Arthur's Court (Oxford World's Classics),4.108,195,151,77.44,0.018,9.407
860,Life On The Mississippi,4.108,195,151,77.44,0.018,9.407
861,Dry: A Memoir,4.401,137,119,86.86,0.0127,9.405
862,The wealth of nations,4.079,202,159,78.71,0.0187,9.404
863,An inquiry into the nature and causes of the wealth of nations (Everyman's library. Science),4.079,202,159,78.71,0.0187,9.404
864,The Moonstone (A Romance),4.211,171,141,82.46,0.0158,9.402
865,Moonstone,4.211,171,141,82.46,0.0158,9.402
866,"The Moonstone (Penguin Readers, Level 6)",4.211,171,141,82.46,0.0158,9.402
867,Life on the Mississippi (The 100 Greatest Masterpieces of American Literature),4.108,194,150,77.32,0.0179,9.399
868,Hound of the Baskervilles (Lrs Large Print Heritage Series),4.253,162,140,86.42,0.015,9.397
869,The Hound of the Baskervilles (Signet Classics),4.253,162,140,86.42,0.015,9.397
870,Life of the Mississippi,4.115,192,149,77.6,0.0178,9.395
871,The Road to Serfdom,4.575,113,101,89.38,0.0105,9.393
872,"Life on the Mississippi, (A Bantam Pathfinder)",4.109,193,149,77.2,0.0179,9.391
873,Cheaper By The Dozen,4.654,104,100,96.15,0.0096,9.387
874,Cheaper by the dozen,4.654,104,100,96.15,0.0096,9.387
875,Cheaper by the Dozen,4.654,104,100,96.15,0.0096,9.387
876,The Zimmerman Telegram,4.654,104,98,94.23,0.0096,9.387
877,An inquiry into the nature and causes of the wealth of nations (The Harvard Classics),4.075,201,158,78.61,0.0186,9.385
878,The Lion's Game,4.247,162,132,81.48,0.015,9.384
879,A Moveable Feast (Bantam Book),4.371,140,117,83.57,0.0129,9.382
880,The Sign of the Four,4.561,114,102,89.47,0.0105,9.382
881,"The legend of Sleepy Hollow,",4.043,209,155,74.16,0.0193,9.38
882,Atlantis Found,3.957,234,166,70.94,0.0216,9.376
883,Lucky Man,4.638,105,97,92.38,0.0097,9.374
884,Lucky Man: A Memoir,4.638,105,97,92.38,0.0097,9.374
885,Guilty Pleasures (Anita Blake Vampire Hunter Ser.),3.908,250,176,70.4,0.0231,9.371
886,Just So Stories,4.049,206,148,71.84,0.0191,9.368
887,Just So Stories for Little Children,4.049,206,148,71.84,0.0191,9.368
888,The Haunting of hill House,4.185,173,136,78.61,0.016,9.366
889,The haunting of Hill House,4.185,173,136,78.61,0.016,9.366
890,THE HAUNTING OF HILL HOUSE,4.185,173,136,78.61,0.016,9.366
891,THE VAMPIRE LESTAT,4.403,134,114,85.07,0.0124,9.366
892,The Selfish Gene,4.17,176,136,77.27,0.0163,9.365
893,The Plot Against America,3.867,264,182,68.94,0.0244,9.365
894,The Heart Is a Lonely Hunter,4.13,185,138,74.59,0.0171,9.363
895,"Portrait of the Artist As a Young Man (Modern Library, 145.1)",3.908,249,170,68.27,0.023,9.363
896,Archy and Mehitabel,4.828,87,87,100.0,0.008,9.363
897,A Portrait of the Artist As a Young Man by James Joyce,3.904,250,170,68.0,0.0231,9.362
898,The Moon Is a Harsh Mistress,4.279,154,126,81.82,0.0142,9.361
899,Black lamb and grey falcon: A journey through Yugoslavia,4.186,172,152,88.37,0.0159,9.358
900,The Reformed doctrine of predestination,4.629,105,99,94.29,0.0097,9.355
901,Anne of the Island,4.719,96,93,96.88,0.0089,9.354
902,"One Shot (Jack Reacher, No. 9)",4.291,151,130,86.09,0.014,9.351
903,"Walden: Or, Life in the Woods",4.227,163,128,78.53,0.0151,9.351
904,"Incidents in the Life of a Slave Girl, by Harriet A. Jacobs: A True Tale of Slavery, by John S. Jacobs",4.607,107,102,95.33,0.0099,9.35
905,Assassin's Apprentice,4.138,181,141,77.9,0.0167,9.343
906,Charlie and the Chocolate Factory,4.613,106,98,92.45,0.0098,9.343
907,"Walden : or, Life in the woods",4.228,162,127,78.4,0.015,9.343
908,Doomsday Book,4.173,173,136,78.61,0.016,9.34
909,The Long Walk,4.402,132,112,84.85,0.0122,9.334
910,"An inquiry into the nature and causes of the wealth of nations, (Bohn's standard library)",4.066,197,154,78.17,0.0182,9.329
911,Inquiry into the nature and causes of the wealth of nations,4.066,197,154,78.17,0.0182,9.329
912,"The velveteen rabbit;: Or, how toys become real",4.604,106,95,89.62,0.0098,9.324
913,Term Limits,4.108,186,144,77.42,0.0172,9.322
914,A room of one's own,4.394,132,114,86.36,0.0122,9.318
915,Brave New World Revisited,4.394,132,112,84.85,0.0122,9.318
916,Charlie and the Chocolate Factory:A Play,4.61,105,97,92.38,0.0097,9.317
917,OUT OF THE SILENT PLANET - The Perelandra Trilogy Book (1) One,4.31,145,119,82.07,0.0134,9.316
918,Out of the silent planet (Avon),4.31,145,119,82.07,0.0134,9.316
919,"The Captive (Remembrance of Things Past, 9)",4.814,86,82,95.35,0.008,9.313
920,The Complete Stories,4.673,98,88,89.8,0.0091,9.306
921,We Wish to Inform You that Tomorrow We Will Be Killed with our Families,4.705,95,93,97.89,0.0088,9.306
922,"ERAGON: INHERITANCE, BOOK ONE.",3.522,437,244,55.84,0.0404,9.299
923,The Winter of Our Discontent,4.284,148,128,86.49,0.0137,9.297
924,A Knight in Shining Armor,4.447,123,105,85.37,0.0114,9.294
925,Romeo and Juliet: The Cambridge Dover Wilson Shakespeare (The Cambridge Dover Wilson Shakespeare Series),4.03,202,152,75.25,0.0187,9.29
926,The tragedy of Romeo and Juliet (The Pelican Shakespeare),4.03,202,152,75.25,0.0187,9.29
927,"The tragedy of Romeo and Juliet, (The Tudor Shakespeare)",4.03,202,152,75.25,0.0187,9.29
928,Winter of Our Discontent,4.286,147,127,86.39,0.0136,9.289
929,NEW EARTH,3.981,215,151,70.23,0.0199,9.286
930,Tale of Despereaux,4.504,115,101,87.83,0.0106,9.282
931,Separate Peace,3.862,253,181,71.54,0.0234,9.28
932,A separate peace;: A novel,3.862,253,181,71.54,0.0234,9.28
933,A Separate Peace,3.862,253,181,71.54,0.0234,9.28
934,A separate peace,3.862,253,181,71.54,0.0234,9.28
935,"Star Wars, Episode III - Revenge of the Sith",4.471,119,106,89.08,0.011,9.279
936,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,4.443,122,106,86.89,0.0113,9.269
937,Left to Tell: Discovering God Amidst The Rwandan Holocaust,4.753,89,84,94.38,0.0082,9.265
938,Little Lord Fauntleroy,3.963,217,157,72.35,0.0201,9.26
939,Brideshead revisited: The sacred and profane memories of Captain Charles Ryder,4.431,123,106,86.18,0.0114,9.26
940,The Devil's Dictionary,4.176,165,132,80.0,0.0153,9.26
941,Katherine,4.518,112,98,87.5,0.0104,9.258
942,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",4.5,114,105,92.11,0.0105,9.256
943,An inquiry into the nature and causes of the wealth of nations (The Harvard classics),4.099,181,145,80.11,0.0167,9.255
944,Gettysburg,4.541,109,99,90.83,0.0101,9.253
945,Flush,4.364,132,117,88.64,0.0122,9.253
946,Oryx and Crake,3.99,208,152,73.08,0.0192,9.25
947,Northanger Abbey: A novel (The select library of fiction),4.17,165,135,81.82,0.0153,9.246
948,Brideshead revisited: The sacred and profane memories of Captain Charles Ryder (The Albatross modern continental library),4.438,121,105,86.78,0.0112,9.243
949,"Master of the Senate: the Years of LBJ, Vol. III",4.788,85,83,97.65,0.0079,9.239
950,Sources and extent of groundwater contamination (AG),4.788,85,83,97.65,0.0079,9.239
951,Amber Spyglass (10th Anniversary Ed),3.876,241,159,65.98,0.0223,9.232
952,O is for Outlaw: A Kinsey Millhone Mystery,4.157,166,132,79.52,0.0154,9.228
953,2001: A Space Odyssey,4.386,127,112,88.19,0.0117,9.227
954,Northanger abbey (In her Pride and prejudice and Northanger abbey),4.165,164,134,81.71,0.0152,9.224
955,Northanger abbey: A novel,4.165,164,134,81.71,0.0152,9.224
956,Northanger abbey (The World's classics),4.165,164,134,81.71,0.0152,9.224
957,Gilead,4.031,194,140,72.16,0.0179,9.222
958,Prey,3.581,375,215,57.33,0.0347,9.218
959,THE PHANTOM OF THE OPERA,4.314,137,113,82.48,0.0127,9.218
960,The Little Black Sambo story book,4.077,182,139,76.37,0.0168,9.214
961,Saving Grace,4.407,123,105,85.37,0.0114,9.209
962,"An Army At Dawn: [The War in North Africa, 1942-1943]",4.594,101,91,90.1,0.0093,9.208
963,Creepers,3.686,315,204,64.76,0.0291,9.208
964,Black Boy : A Record of Childhood and Youth,4.295,139,112,80.58,0.0129,9.204
965,Black Boy CD,4.295,139,112,80.58,0.0129,9.204
966,"Black Boy (Signet, T2341)",4.295,139,112,80.58,0.0129,9.204
967,Black Boy - A Record of Childhood and Youth,4.295,139,112,80.58,0.0129,9.204
968,Jingo,4.573,103,91,88.35,0.0095,9.204
969,Black Boy: A Record of Childhood and Youth,4.295,139,112,80.58,0.0129,9.204
970,An American tragedy,4.264,144,120,83.33,0.0133,9.203
971,An American Tragedy,4.264,144,120,83.33,0.0133,9.203
972,Of Human Bondage [UNABRIDGED] (Classic Books on Cassettes Collection),4.474,114,98,85.96,0.0105,9.202
973,Of Human Bondage,4.474,114,98,85.96,0.0105,9.202
974,Enchantment,4.145,166,124,74.7,0.0154,9.201
975,The Ultimate Competitive Advantage: Secrets of Continually Developing a More Profitable Business Model,4.756,86,82,95.35,0.008,9.2
976,Homage to Catalonia,4.66,94,89,94.68,0.0087,9.194
977,Homage to Catalonia (Library Edition),4.66,94,89,94.68,0.0087,9.194
978,Journey to the Centre of the Earth,4.145,165,131,79.39,0.0153,9.192
979,THE BLACK ECHO.,4.277,141,119,84.4,0.013,9.191
980,Tarzan of the Apes (Vol 1),4.5,110,100,90.91,0.0102,9.186
981,Cotillion,4.482,112,98,87.5,0.0104,9.185
982,Mansfield Park,4.194,155,124,80.0,0.0143,9.185
983,Mansfield Park (A Watts Ultratype Edition),4.194,155,124,80.0,0.0143,9.185
984,Mansfield Park (Coles Notes),4.194,155,124,80.0,0.0143,9.185
985,The Corrections,3.582,366,221,60.38,0.0339,9.182
986,The Bluest Eye,4.125,168,131,77.98,0.0155,9.179
987,The Bluest Eye (G K Hall Large Print Book Series),4.125,168,131,77.98,0.0155,9.179
988,The Dragon Reborn: Book Three of The Wheel of Time,4.178,157,128,81.53,0.0145,9.175
989,"The Duke and I (Bridgerton Series, Book 1)",4.436,117,100,85.47,0.0108,9.174
990,Earth abides,4.021,191,140,73.3,0.0177,9.172
991,The Talisman,4.292,137,114,83.21,0.0127,9.171
992,Lord of Light (Avon N187),4.625,96,85,88.54,0.0089,9.168
993,On Liberty,4.196,153,123,80.39,0.0142,9.167
994,The Way of All Flesh,4.086,175,130,74.29,0.0162,9.164
995,The Dragon Reborn: Book Three of 'The Wheel of Time',4.172,157,128,81.53,0.0145,9.161
996,The Boleyn Inheritance,4.46,113,100,88.5,0.0105,9.157
997,1st to Die: A Novel,3.789,261,174,66.67,0.0241,9.157
998,The Curse Of Chalion,4.559,102,92,90.2,0.0094,9.157
999,The Girl Who Loved Tom Gordon,3.882,228,154,67.54,0.0211,9.153
1000,Leaves of Grass (The Illustrated Modern Library),4.275,138,111,80.43,0.0128,9.149
1001,Leaves of Grass (Leather Bound) (The 100 Greatest Books Ever Written),4.275,138,111,80.43,0.0128,9.149
1002,Player piano,4.12,166,136,81.93,0.0154,9.148
1003,Memory in Death (In Death #22),4.464,112,100,89.29,0.0104,9.148
1004,"Uglies (Uglies Trilogy, Book 1)",4.255,141,115,81.56,0.013,9.146
1005,To the Nines,4.435,115,99,86.09,0.0106,9.139
1006,The Reader,3.806,252,171,67.86,0.0233,9.139
1007,The true believer: Thoughts on the nature of mass movements (Time reading program special edition),4.652,92,84,91.3,0.0085,9.136
1008,The True Believer Thoughts on the Nature of Mass Movements,4.652,92,84,91.3,0.0085,9.136
1009,Gulliver's Travels Into Several Remote Nations of the World,4.326,129,104,80.62,0.0119,9.13
1010,Gulliver's Travels...Illustrated Junior Classics,4.326,129,104,80.62,0.0119,9.13
1011,Guilliver's Travels.,4.326,129,104,80.62,0.0119,9.13
1012,"Gulliver's travels into several remote nations of the world,",4.326,129,104,80.62,0.0119,9.13
1013,Helter Skelter,4.604,96,90,93.75,0.0089,9.127
1014,Helter Skelter: The True Story of the Manson Murders,4.604,96,90,93.75,0.0089,9.127
1015,The Spy Who Came In From the Cold,4.582,98,90,91.84,0.0091,9.123
1016,The Spy Who Came In From The Cold,4.582,98,90,91.84,0.0091,9.123
1017,The Sound and the Fury,4.108,166,123,74.1,0.0154,9.121
1018,"LAST COYOTE (HARRY BOSCH, NO 4)",4.611,95,90,94.74,0.0088,9.118
1019,Too Much of a Good Thing,4.481,108,98,90.74,0.01,9.113
1020,An Infamous Army,4.222,144,108,75.0,0.0133,9.113
1021,STEPHEN HAWKING'S A BRIEF HISTORY OF TIME,4.252,139,111,79.86,0.0129,9.112
1022,Shakespeare's Macbeth,4.674,89,83,93.26,0.0082,9.112
1023,"Macbeth,",4.674,89,83,93.26,0.0082,9.112
1024,Two years before the mast: A personal narrative,4.446,112,98,87.5,0.0104,9.112
1025,The House of Mirth (The Best Sellers of 1905),4.446,112,97,86.61,0.0104,9.112
1026,Brief History of Time: From the Big Bang to Black Holes (G K Hall Large Print Book Series),4.252,139,111,79.86,0.0129,9.112
1027,Pope Joan,4.252,139,113,81.29,0.0129,9.112
1028,The House of Mirth,4.446,112,97,86.61,0.0104,9.112
1029,the story of ferdinand,4.89,73,72,98.63,0.0068,9.112
1030,"I, Robot",4.232,142,113,79.58,0.0131,9.109
1031,"I, ROBOT",4.232,142,113,79.58,0.0131,9.109
1032,The Color of Magic,4.117,163,126,77.3,0.0151,9.107
1033,Colour Of Magic,4.117,163,126,77.3,0.0151,9.107
1034,Gaudy Night,4.274,135,110,81.48,0.0125,9.105
1035,Blood and Thunder: An Epic of the American West,4.756,82,78,95.12,0.0076,9.102
1036,The Scarlet Pimpernel,4.361,122,100,81.97,0.0113,9.098
1037,Key of Valor (Key Trilogy),4.529,102,86,84.31,0.0094,9.098
1038,Jolie Blon's Bounce,4.455,110,100,90.91,0.0102,9.093
1039,Out,4.156,154,128,83.12,0.0142,9.091
1040,The Caine Mutiny: A Novel Of World War II,4.698,86,81,94.19,0.008,9.088
1041,The Caine Mutiny,4.698,86,81,94.19,0.008,9.088
1042,The Caine Mutiny A Novel of World War One,4.698,86,81,94.19,0.008,9.088
1043,The Caine mutiny,4.698,86,81,94.19,0.008,9.088
1044,The Caine Mutiny: A Novel of World War II,4.698,86,81,94.19,0.008,9.088
1045,Moon Tiger,4.583,96,88,91.67,0.0089,9.085
1046,Sphere,4.227,141,110,78.01,0.013,9.085
1047,THE TRAGEDIE OF MACBETH,4.67,88,82,93.18,0.0081,9.082
1048,"The self-publishing manual: How to write, print & sell your own book",4.67,88,80,90.91,0.0081,9.082
1049,Shopaholic & Sister,3.803,244,158,64.75,0.0226,9.08
1050,The electric kool-aid acid test,4.218,142,113,79.58,0.0131,9.079
1051,The Last Juror,3.865,223,152,68.16,0.0206,9.077
1052,Bury My Heart at Wounded Knee: An Indian History of the American West,4.62,92,80,86.96,0.0085,9.072
1053,Little House on the Prairie (Little House-the Laura Years),4.545,99,88,88.89,0.0092,9.071
1054,Double Indemnity,4.551,98,96,97.96,0.0091,9.062
1055,The Given Day,4.307,127,104,81.89,0.0117,9.061
1056,Catch Me If You Can: The Amazing True Story of the Youngest and Most Daring Con Man in the History of Fun and Profit,4.221,140,116,82.86,0.0129,9.06
1057,Lightning (Turtleback School & Library Binding Edition),4.472,106,95,89.62,0.0098,9.057
1058,The Forsythe Saga,4.633,90,84,93.33,0.0083,9.055
1059,Master and Commander,4.144,153,116,75.82,0.0142,9.053
1060,"Friday Night Lights A Town, A Team and a Dream",4.515,101,91,90.1,0.0093,9.049
1061,Shakespeare's Macbeth; (Macmillan's English classics),4.674,86,80,93.02,0.008,9.043
1062,Beloved,3.921,202,135,66.83,0.0187,9.039
1063,Toni Morrison's Beloved (Modern Critical Interpretations),3.921,202,135,66.83,0.0187,9.039
1064,Newjack: Guarding Sing Sing,4.444,108,98,90.74,0.01,9.037
1065,Man Who Was Thursday a Nightmare,4.339,121,96,79.34,0.0112,9.037
1066,The Screwtape letters & Screwtape proposes a toast (Time reading program special edition),4.759,79,78,98.73,0.0073,9.032
1067,The Dead Zone,4.505,101,89,88.12,0.0093,9.029
1068,A Breath of Snow and Ashes (Outlander),4.431,109,96,88.07,0.0101,9.028
1069,Citizen Soldiers,4.581,93,87,93.55,0.0086,9.017
1070,Silas Marner (audio-CD),4.109,156,122,78.21,0.0144,9.011
1071,Silas Marner (Classic Collection (Brilliance Audio)),4.109,156,122,78.21,0.0144,9.011
1072,Silas Marner (New Windmill),4.109,156,122,78.21,0.0144,9.011
1073,"Silas Marner,: The weaver of Raveloe, (The Academy series of English classics)",4.109,156,122,78.21,0.0144,9.011
1074,Silas Marner (The Classic Collection),4.109,156,122,78.21,0.0144,9.011
1075,"Hunting for Hidden Gold (Hardy Boys, Book 5)",4.611,90,85,94.44,0.0083,9.011
1076,Suzannes Diary For Nicholas,3.915,200,147,73.5,0.0185,9.009
1077,The Master & Margarita,4.564,94,83,88.3,0.0087,9.005
1078,The Sword in the Stone,4.061,165,120,72.73,0.0153,9.004
1079,The heart of the matter (Heron books),4.618,89,82,92.13,0.0082,9.002
1080,The Heart of the Matter (Home Repair Is Homicide Mysteries),4.618,89,82,92.13,0.0082,9.002
1081,Wolves of the Calla: Dark Tower V,4.067,163,122,74.85,0.0151,8.998
1082,Where the Sidewalk Ends: Poems and Drawings,4.925,67,67,100.0,0.0062,8.994
1083,"Silas Marner,: The weaver of Raveloe,",4.11,154,120,77.92,0.0142,8.992
1084,Dubliners (Dover Large Print Classics),4.526,97,86,88.66,0.009,8.992
1085,"Silas Marner,: The weaver of Raveloe (Rinehart editions)",4.11,154,120,77.92,0.0142,8.992
1086,Night Shift (Signet),4.505,99,90,90.91,0.0092,8.99
1087,V for vendetta,4.448,105,94,89.52,0.0097,8.989
1088,"Crucible, The",4.448,105,93,88.57,0.0097,8.989
1089,A Little Princess,4.695,82,77,93.9,0.0076,8.986
1090,In dubious battle,4.368,114,96,84.21,0.0105,8.985
1091,The bridge of San Luis Rey,4.186,140,112,80.0,0.0129,8.983
1092,Last Train to Paradise: Henry Flagler and the Spectacular Rise and Fall of the Railroad that Crossed an Ocean,4.29,124,100,80.65,0.0115,8.981
1093,Visions in Death (In Death #19),4.434,106,92,86.79,0.0098,8.98
1094,Tears of the Giraffe: More from the No. 1 Ladies' Detective Agency,4.582,91,84,92.31,0.0084,8.977
1095,Call It Courage,3.967,183,132,72.13,0.0169,8.976
1096,"A Hunger Like No Other (Immortals After Dark, Book 1)",4.317,120,101,84.17,0.0111,8.975
1097,Big Sleep,4.331,118,103,87.29,0.0109,8.972
1098,Blood of the Fold (Sword of Truth Series),3.978,180,130,72.22,0.0166,8.971
1099,One Fish two fish red fish blue fish (Beginner Book),4.614,88,79,89.77,0.0081,8.971
1100,"One fish, two fish, red fish, blue fish (I can read it all by myself)",4.614,88,79,89.77,0.0081,8.971
1101,Black Like Me,4.675,83,79,95.18,0.0077,8.971
1102,Balzac and the Little Chinese Seamstress,4.144,146,119,81.51,0.0135,8.969
1103,Polar Express,4.753,77,73,94.81,0.0071,8.967
1104,The Gods of Mars,4.12,150,126,84.0,0.0139,8.965
1105,The Republic of Plato,4.407,108,92,85.19,0.01,8.962
1106,"The Plague (Modern Library, 109.2)",4.348,115,96,83.48,0.0106,8.96
1107,The plague,4.348,115,96,83.48,0.0106,8.96
1108,Beau Geste,4.171,140,112,80.0,0.0129,8.952
1109,Second Foundation [Paperback],4.505,97,83,85.57,0.009,8.951
1110,Casino Royale (Bull's-eye),4.2,135,111,82.22,0.0125,8.947
1111,Mother night (Bard books),4.7,80,77,96.25,0.0074,8.945
1112,"Silas Marner, the weaver of Raveloe",4.099,152,118,77.63,0.0141,8.943
1113,Bridge to Terabithia,4.433,104,88,84.62,0.0096,8.941
1114,Lorna Doone: A romance of Exmoor,4.643,84,78,92.86,0.0078,8.934
1115,"The Brothers Karamazov (Great Books of the Western World, Vol. 52)",4.419,105,89,84.76,0.0097,8.932
1116,"The brothers Karamazov (Great books of the Western World, v. 52)",4.419,105,89,84.76,0.0097,8.932
1117,The Brothers Karamazov (A Signet Classic CT33),4.419,105,89,84.76,0.0097,8.932
1118,The Brothers Karamazov: A Modern Library Book (No. 151),4.419,105,89,84.76,0.0097,8.932
1119,Victory,4.174,138,108,78.26,0.0128,8.932
1120,Through a Glass Darkly,4.193,135,105,77.78,0.0125,8.932
1121,The brothers Karamazov (Barnes & Noble classics),4.419,105,89,84.76,0.0097,8.932
1122,A Darkness More Than Night,4.099,151,115,76.16,0.014,8.932
1123,Frederica,4.679,81,74,91.36,0.0075,8.93
1124,"Orthodoxy,",4.616,86,79,91.86,0.008,8.93
1125,Paris 1919: Six Months That Changed the World,4.475,99,89,89.9,0.0092,8.93
1126,Orthodoxy (Unicorn Books),4.616,86,79,91.86,0.008,8.93
