rank,Title,avg_rating,review_count,positive_reviews,positive_pct,review_pct,weighted_score
1479,The Skeptical Environmentalist: Measuring the Real State of the World,4.171,105,84,80.0,0.0097,8.431
1480,Love You Forever,4.106,113,83,73.45,0.0105,8.43
1481,Wish You Well,4.138,109,83,76.15,0.0101,8.43
1482,All Night Long,4.196,102,82,80.39,0.0094,8.428
1483,Tis: A Memoir,3.868,151,105,69.54,0.014,8.427
1484,Vanish,4.311,90,73,81.11,0.0083,8.425
1485,The Kalahari Typing School for Men: More from the No. 1 Ladies' Detective Agency,4.402,82,70,85.37,0.0076,8.425
1486,"Whitney, My Love",4.024,124,91,73.39,0.0115,8.424
1487,My Utmost for His Highest: Selections for the Year- The Golden Book of Oswald Chambers,4.646,65,58,89.23,0.006,8.423
1488,My utmost for His Highest: The golden book of Oswald Chambers : selections for the year,4.646,65,58,89.23,0.006,8.423
1489,The Burgess animal book for children,4.087,115,90,78.26,0.0106,8.422
1490,We die alone,4.549,71,64,90.14,0.0066,8.422
1491,We Die Alone,4.549,71,64,90.14,0.0066,8.422
1492,The Age of Jackson,3.667,198,132,66.67,0.0183,8.421
1493,Lincoln the Unknown,4.733,60,56,93.33,0.0055,8.417
1494,"West with the night,",4.836,55,53,96.36,0.0051,8.417
1495,Hostage,4.173,104,82,78.85,0.0096,8.417
1496,"Lincoln, the unknown",4.733,60,56,93.33,0.0055,8.417
1497,At Home In Mitford (The Mitford Years #1),4.386,83,73,87.95,0.0077,8.416
1498,Beat to Quarters,4.436,78,72,92.31,0.0072,8.393
1499,Last Detective,4.337,86,76,88.37,0.008,8.39
1500,George Washington,4.176,102,87,85.29,0.0094,8.389
1501,the great brain,4.717,60,56,93.33,0.0055,8.387
1502,"The great brain,",4.717,60,56,93.33,0.0055,8.387
1503,Madame Bovary (Bantam Classics),4.717,60,57,95.0,0.0055,8.387
1504,The Light Fantastic (Discworld),4.289,90,77,85.56,0.0083,8.382
1505,Grown Folks Business,4.606,66,62,93.94,0.0061,8.381
1506,Key to Rebecca,4.089,112,96,85.71,0.0104,8.38
1507,The Creature from Jekyll Island: A Second Look at the Federal Reserve,4.772,57,54,94.74,0.0053,8.379
1508,The wide window (Series of unfortunate events),4.378,82,74,90.24,0.0076,8.379
1509,The Bride,4.341,85,66,77.65,0.0079,8.376
1510,We Have Always Lived in the Castle,4.307,88,72,81.82,0.0081,8.375
1511,Monkeewrench (Monkeewrench Series),4.4,80,68,85.0,0.0074,8.374
1512,"The Last Lion: Winston Spencer Churchill, Alone 1932-1940",4.833,54,53,98.15,0.005,8.373
1513,"The Last Lion: Winston Spencer Churchill: Alone, 1932-1940",4.833,54,53,98.15,0.005,8.373
1514,The Day of The Jackal,4.651,63,59,93.65,0.0058,8.368
1515,Tales from the White Hart,4.786,56,56,100.0,0.0052,8.366
1516,Our man in Havana (Heron books),4.447,76,70,92.11,0.007,8.365
1517,Our Man in Havana (Vintage classics),4.447,76,70,92.11,0.007,8.365
1518,Our man in Havana: An entertainment,4.447,76,70,92.11,0.007,8.365
1519,"Second Sight (The Arcane Society, Book 1)",3.875,144,93,64.58,0.0133,8.364
1520,Such a Long Journey,4.219,96,78,81.25,0.0089,8.363
1521,Angels Fall,4.219,96,81,84.38,0.0089,8.363
1522,To the Lighthouse,4.08,112,84,75.0,0.0104,8.362
1523,"To The Lighthouse, A Harvest Book",4.08,112,84,75.0,0.0104,8.362
1524,The Complete Sherlock Holmes.,4.345,84,72,85.71,0.0078,8.361
1525,Imperium,4.278,90,75,83.33,0.0083,8.36
1526,The Pickwick Papers,4.144,104,79,75.96,0.0096,8.359
1527,"The posthumous papers of the Pickwick Club,",4.144,104,79,75.96,0.0096,8.359
1528,The Posthumous Papers of the Pickwick Club,4.144,104,79,75.96,0.0096,8.359
1529,"The posthumous papers of the Pickwick club, (Great illustrated classics)",4.144,104,79,75.96,0.0096,8.359
1530,What My Mother Doesn't Know,4.5,72,62,86.11,0.0067,8.358
1531,Ozma of Oz,4.5,72,62,86.11,0.0067,8.358
1532,Aztec,4.453,75,64,85.33,0.0069,8.35
1533,Black Rose,4.388,80,68,85.0,0.0074,8.35
1534,Lucifer's Hammer,4.052,115,87,75.65,0.0106,8.35
1535,Quartered Safe Out of Here: A Recollection of the War in Burma,4.865,52,52,100.0,0.0048,8.349
1536,Blueberries for Sal (Children's Braille Book-of-the-month Club),4.754,57,54,94.74,0.0053,8.348
1537,Mein Kampf,3.778,162,98,60.49,0.015,8.347
1538,Thinner,3.778,162,110,67.9,0.015,8.347
1539,"The posthumous papers of the Pickwick club,",4.146,103,78,75.73,0.0095,8.344
1540,The posthumous papers of the Pickwick Club,4.146,103,78,75.73,0.0095,8.344
1541,Charles Dickens Pickwick Papers,4.146,103,78,75.73,0.0095,8.344
1542,little house in the big woods,4.815,54,53,98.15,0.005,8.341
1543,Little house in the big woods,4.815,54,53,98.15,0.005,8.341
1544,NINE STORIES: A Perfect Day for Bananafish; Uncle Wiggily in Connecticut; Just Before the War with the Eskimos; The Laughing Man; Down at the Dinghy; For Esme - with Love and Squalor; Pretty Mouth and Green My Eyes; De Daumier-Smith's Blue Period; Teddy,4.37,81,67,82.72,0.0075,8.341
1545,Nine Stories,4.37,81,67,82.72,0.0075,8.341
1546,Nine stories (The Modern library of the world's best books),4.37,81,67,82.72,0.0075,8.341
1547,"The Beatles - A Hard Day's Night [Non-US Format, PAL, Region 2, Import - Great Britain]",4.434,76,68,89.47,0.007,8.34
1548,Emotional Intelligence - Why It Can Matter More Than Iq,3.984,124,88,70.97,0.0115,8.34
1549,Emotional Intelligence,3.984,124,88,70.97,0.0115,8.34
1550,Back When We Were Grownups: A Novel,3.886,140,98,70.0,0.0129,8.339
1551,"Into the Storm (Troubleshooters, Book 10)",3.932,132,90,68.18,0.0122,8.338
1552,The Trial (Everyman's Library Classics & Contemporary Classics),4.392,79,68,86.08,0.0073,8.335
1553,The Burgess bird book for children,4.043,115,85,73.91,0.0106,8.332
1554,Carolina Moon,4.354,82,70,85.37,0.0076,8.332
1555,Dragonquest,4.514,70,66,94.29,0.0065,8.329
1556,The Long Goodbye,4.645,62,59,95.16,0.0057,8.326
1557,J.R.R. Tolkien: A Biography,4.576,66,60,90.91,0.0061,8.326
1558,Pollyanna,4.576,66,60,90.91,0.0061,8.326
1559,Blackbird House,4.645,62,56,90.32,0.0057,8.326
1560,My side of the mountain,4.44,75,64,85.33,0.0069,8.325
1561,Dragonflight (Dragonriders of Pern Series),4.466,73,65,89.04,0.0068,8.321
1562,The Full Cupboard of Life,4.466,73,64,87.67,0.0068,8.321
1563,The Full Cupboard of Life (The No. 1 Ladies' Detective Agency),4.466,73,64,87.67,0.0068,8.321
1564,The Metamorphosis (Norton Critical Editions),4.493,71,63,88.73,0.0066,8.318
1565,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,3.91,134,95,70.9,0.0124,8.318
1566,Hissy Fit,3.91,134,92,68.66,0.0124,8.318
1567,My Name Is Red,4.358,81,66,81.48,0.0075,8.317
1568,Little Britches,4.846,52,52,100.0,0.0048,8.316
1569,Long Day's Journey into Night,4.421,76,64,84.21,0.007,8.315
1570,Kingdom Come,4.149,101,77,76.24,0.0093,8.315
1571,Tunnel in the sky,4.585,65,62,95.38,0.006,8.312
1572,A Year in Provence (Ulverscroft Large Print Series),4.446,74,66,89.19,0.0068,8.311
1573,A Year in Provence,4.446,74,66,89.19,0.0068,8.311
1574,Tara Road,3.931,130,97,74.62,0.012,8.309
1575,Graham Greene: The End of the Affair (BBC Audio Series),4.341,82,69,84.15,0.0076,8.309
1576,Valley of Wild Horses,4.273,88,72,81.82,0.0081,8.308
1577,On Beauty,3.629,194,120,61.86,0.0179,8.302
1578,The battle for investment survival,4.115,104,80,76.92,0.0096,8.301
1579,Almost Heaven,4.561,66,59,89.39,0.0061,8.298
1580,The Five Love Languages: The Secret to Love that Lasts,4.629,62,56,90.32,0.0057,8.297
1581,Eight Cousins or The Aunt-Hill,4.452,73,64,87.67,0.0068,8.296
1582,Eight Cousins (Large Print),4.452,73,64,87.67,0.0068,8.296
1583,Down and out in Paris and London;: A novel,4.479,71,64,90.14,0.0066,8.292
1584,"Down and out in Paris and London,",4.479,71,64,90.14,0.0066,8.292
1585,Long Walk to Freedom.,4.764,55,53,96.36,0.0051,8.29
1586,"The postman always rings twice,",4.408,76,73,96.05,0.007,8.29
1587,King Solomon's Mines,4.507,69,62,89.86,0.0064,8.288
1588,Shopaholic & Baby,4.189,95,78,82.11,0.0088,8.286
1589,Amateur Marriage,4.152,99,78,78.79,0.0092,8.285
1590,The Great Game : The Struggle for Empire in Central Asia,4.569,65,59,90.77,0.006,8.284
1591,Schindler's List,4.639,61,57,93.44,0.0056,8.283
1592,The Blue Castle: A Novel,4.827,52,50,96.15,0.0048,8.283
1593,Schindlers List,4.639,61,57,93.44,0.0056,8.283
1594,The Dance of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships,4.639,61,55,90.16,0.0056,8.283
1595,EIGHT COUSINS or The Aunt-Hill,4.458,72,63,87.5,0.0067,8.281
1596,The Beautiful and Damned,3.87,138,100,72.46,0.0128,8.28
1597,The Beautiful and the Damned,3.87,138,100,72.46,0.0128,8.28
1598,A Death in Vienna,4.313,83,67,80.72,0.0077,8.277
1599,Eleventh Hour (FBI Thriller),3.851,141,93,65.96,0.013,8.277
1600,Immanuel Kant's Critique of pure reason,4.129,101,78,77.23,0.0093,8.275
1601,Moll Flanders,3.822,146,88,60.27,0.0135,8.272
1602,A Pocket Full of Rye,4.545,66,60,90.91,0.0061,8.271
1603,Johnny Tremain: A novel for old & young (Yearling book),4.153,98,80,81.63,0.0091,8.27
1604,The House Next Door,4.191,94,80,85.11,0.0087,8.27
1605,A Stillness at Appomattox (Franklin Library of Pulitzer Prize Classics),4.843,51,50,98.04,0.0047,8.27
1606,A Stillness at Appomattox (THE GREAT MASTERWORKS OF HISTORY - THE FRENCH EMPIRE BINDING),4.843,51,50,98.04,0.0047,8.27
1607,A stillness at Appomattox,4.843,51,50,98.04,0.0047,8.27
1608,The Literacy Bridge - Large Print - Johnny Tremain,4.153,98,80,81.63,0.0091,8.27
1609,The Westing Game,4.438,73,62,84.93,0.0068,8.27
1610,"Taking Charge of Your Fertility: The Definitive Guide to Natural Birth Control, Pregnancy Achievement, and Reproductive Health",4.69,58,54,93.1,0.0054,8.27
1611,The Great Game,4.578,64,58,90.62,0.0059,8.269
1612,A Deepness in the Sky,4.179,95,72,75.79,0.0088,8.265
1613,Keeping Faith,4.179,95,75,78.95,0.0088,8.265
1614,"Rabbit, Run (Signed)",3.862,138,95,68.84,0.0128,8.265
1615,"Rabbit, run.",3.862,138,95,68.84,0.0128,8.265
1616,Trunk Music,4.179,95,79,83.16,0.0088,8.265
1617,"Rabbit, run",3.862,138,95,68.84,0.0128,8.265
1618,Head First Design Patterns,4.792,53,51,96.23,0.0049,8.264
1619,Vanity Fair (Bantam Classic),4.419,74,64,86.49,0.0068,8.26
1620,The Story of Philosophy: The Lives and Opinions of the Greater Philosophers,4.745,55,53,96.36,0.0051,8.259
1621,Sophie's World,3.894,132,91,68.94,0.0122,8.257
1622,Manifesto of the Communist Party,3.748,159,106,66.67,0.0147,8.252
1623,The Diary of Mattie Spenser,4.286,84,68,80.95,0.0078,8.247
1624,A Distant Mirror the Calamitous 14th Century,4.5,68,59,86.76,0.0063,8.246
1625,A Distant Mirror -The Calamitous 14th Century,4.5,68,59,86.76,0.0063,8.246
1626,Giants in the earth: A saga of the prairie,4.5,68,62,91.18,0.0063,8.246
1627,Three Men in a Boat (To Say Nothing of the Dog),4.382,76,67,88.16,0.007,8.241
1628,The Company: A Novel of the CIA,4.597,62,57,91.94,0.0057,8.239
1629,Poland,4.405,74,64,86.49,0.0068,8.235
1630,SPIN,4.144,97,76,78.35,0.009,8.234
1631,Tales of the South Pacific,4.018,112,80,71.43,0.0104,8.233
1632,The King of Torts,3.43,251,135,53.78,0.0232,8.232
1633,Firestarter (Signet Book Ser.),4.289,83,70,84.34,0.0077,8.231
1634,Joy in the Morning,4.121,99,72,72.73,0.0092,8.224
1635,Riders of the Purple Sage,4.121,99,75,75.76,0.0092,8.224
1636,Appointment with Death,4.457,70,62,88.57,0.0065,8.224
1637,March,4.077,104,77,74.04,0.0096,8.223
1638,"Ahab's Wife: Or, the Star-Gazer",3.637,182,110,60.44,0.0168,8.221
1639,What do we learn from variance ratio statistics? (Working paper),4.227,88,70,79.55,0.0081,8.22
1640,THE FALL OF HYPERION,4.227,88,72,81.82,0.0081,8.22
1641,On death and dying,4.227,88,76,86.36,0.0081,8.22
1642,The Demon in the Freezer: A True Story,4.411,73,66,90.41,0.0068,8.219
1643,Arrowsmith,4.146,96,74,77.08,0.0089,8.218
1644,Esperanza Rising,4.515,66,60,90.91,0.0061,8.216
1645,The Legend of Sleepy Hollow,4.057,106,79,74.53,0.0098,8.216
1646,Some Sunday,4.741,54,54,100.0,0.005,8.213
1647,FIFTH ELEPHANT (DISCWORLD),4.547,64,56,87.5,0.0059,8.212
1648,Shiloh,4.547,64,60,93.75,0.0059,8.212
1649,Desert Solitaire : A Season in the Wilderness,4.547,64,56,87.5,0.0059,8.212
1650,Desert Solitaire: A Season in the Wilderness,4.547,64,56,87.5,0.0059,8.212
1651,True Betrayals,4.581,62,56,90.32,0.0057,8.21
1652,The Surgeon's Mate,4.581,62,58,93.55,0.0057,8.21
1653,"Hot Target (Troubleshooters, Book 8)",4.037,108,82,75.93,0.01,8.209
1654,Pompeii: A Novel,3.871,132,91,68.94,0.0122,8.209
1655,Chicka Chicka Boom Boom Book and Audio CD Set (Paperback),4.655,58,54,93.1,0.0054,8.209
1656,TRAVELING MERCIES. SOME THOUGHTS ON FAITH.,4.2,90,69,76.67,0.0083,8.208
1657,Mortal Prey,4.351,77,66,85.71,0.0071,8.207
1658,We,4.417,72,60,83.33,0.0067,8.203
1659,Buffett: The Making of an American Capitalist,4.804,51,50,98.04,0.0047,8.203
1660,Computational study of the aerodynamics and control of the asymmetric vortical flows over Delta wings (JIAA TR),3.966,117,86,73.5,0.0108,8.202
1661,Autobiography of a Face,4.262,84,68,80.95,0.0078,8.201
1662,Adam Bede,4.296,81,69,85.19,0.0075,8.199
1663,Warlord of Mars (Large Print),4.397,73,64,87.67,0.0068,8.194
1664,The Romanov Prophecy,3.659,173,104,60.12,0.016,8.189
1665,Death Match,3.781,146,96,65.75,0.0135,8.183
1666,I Feel Bad About My Neck: And Other Thoughts on Being a Woman,3.949,118,85,72.03,0.0109,8.182
1667,Something Wicked This Way Comes,4.048,105,77,73.33,0.0097,8.181
1668,Something Wicked This Way Comes.,4.048,105,77,73.33,0.0097,8.181
1669,If you want to write,4.6,60,54,90.0,0.0055,8.179
1670,"The life of Samuel Johnson, LL. D",4.6,60,54,90.0,0.0055,8.179
1671,If You Want to Write,4.6,60,54,90.0,0.0055,8.179
1672,A Redbird Christmas,4.638,58,54,93.1,0.0054,8.179
1673,"If You Want to Write: Thoughts About Art, Independence, and Spirit",4.6,60,54,90.0,0.0055,8.179
1674,Charms for the Easy Life,4.125,96,78,81.25,0.0089,8.177
1675,FROM A BUICK 8 (True first edition),3.649,174,104,59.77,0.0161,8.177
1676,Barnaby Rudge,4.125,96,81,84.38,0.0089,8.177
1677,The third galaxy reader,4.403,72,61,84.72,0.0067,8.177
1678,Lucky Jim (A Novel),4.403,72,61,84.72,0.0067,8.177
1679,Man and his Symbols,4.478,67,59,88.06,0.0062,8.176
1680,Man and his symbols,4.478,67,59,88.06,0.0062,8.176
1681,Holidays on Ice,3.911,123,85,69.11,0.0114,8.173
1682,To Have And Have Not,3.903,124,84,67.74,0.0115,8.171
1683,The Return of Tarzan,4.268,82,70,85.37,0.0076,8.169
1684,"Flowers From the Storm (LARGE PRINT, LARGE PRINT)",4.268,82,68,82.93,0.0076,8.169
1685,The Reluctant Widow,4.268,82,66,80.49,0.0076,8.169
1686,Death in Holy Orders,4.384,73,65,89.04,0.0068,8.168
1687,The Seven Spiritual Laws of Success: a Practical Guide To the Fulfillment of Your Dreams,4.54,63,56,88.89,0.0058,8.168
1688,Black and Blue: A Novel (Oprah's Book Club),3.941,118,80,67.8,0.0109,8.165
1689,Way of the peaceful warrior : a basically true story,4.178,90,68,75.56,0.0083,8.164
1690,Way of the Peaceful Warrior: A Book That Changes Lives,4.178,90,68,75.56,0.0083,8.164
1691,4th of July (Women's Murder Club),4.038,105,77,73.33,0.0097,8.162
1692,Dragonwyck,4.485,66,58,87.88,0.0061,8.16
1693,The Botany of Desire A Plant's-eye View of the World,4.207,87,66,75.86,0.008,8.159
1694,"Now, Discover Your Strengths",4.165,91,73,80.22,0.0084,8.159
1695,Our Endangered Values:America's Moral Crisis,3.973,113,83,73.45,0.0105,8.158
1696,THE ABC MURDERS.,4.238,84,69,82.14,0.0078,8.155
1697,"Mossflower (Redwall, Book 2)",4.8,50,48,96.0,0.0046,8.155
1698,"The origin of species by means of natural selection;: Or, The preservation of favoured races in the struggle for life",4.238,84,65,77.38,0.0078,8.155
1699,The Origin of Species (Oxford World's Classics),4.238,84,65,77.38,0.0078,8.155
1700,A.B.C. Murders,4.238,84,69,82.14,0.0078,8.155
1701,ABC Murders,4.238,84,69,82.14,0.0078,8.155
1702,The A.B.C. Murders,4.238,84,69,82.14,0.0078,8.155
1703,"The origin of species by means of natural selection, or, The preservation of favored races in the struggle for life",4.238,84,65,77.38,0.0078,8.155
1704,"The origin of species by means of natural selection;: Or, The preservation of favored races in the struggle for life",4.238,84,65,77.38,0.0078,8.155
1705,"The origin of species by means of natural selection;: Or, The preservation of favored races in the struggle for life (International science library)",4.238,84,65,77.38,0.0078,8.155
1706,The Lorax (Turtleback School & Library Binding Edition),4.8,50,47,94.0,0.0046,8.155
1707,"The origin of species by means of natural selection,: Or The preservation of favored races in the struggle for life,",4.238,84,65,77.38,0.0078,8.155
1708,The Origin of Species,4.238,84,65,77.38,0.0078,8.155
1709,The Origin of Species By Means of Natural Selection or the Preservation of Favored Races in the Struggle for Life - with Additions and Corrections from Sixth and Last English Edition in Two Volumes,4.238,84,65,77.38,0.0078,8.155
1710,The ABC Murders,4.238,84,69,82.14,0.0078,8.155
1711,The A. B. C. Murders,4.238,84,69,82.14,0.0078,8.155
1712,Mossflower,4.8,50,48,96.0,0.0046,8.155
1713,The Pilgrim's Progress; Cassette,4.548,62,54,87.1,0.0057,8.152
1714,The Pilgrims progress,4.548,62,54,87.1,0.0057,8.152
1715,The Pilgrims Progress,4.548,62,54,87.1,0.0057,8.152
1716,The Warlord of Mars (Martian Series #3),4.389,72,63,87.5,0.0067,8.152
1717,The Pilgrim's Progress (Great Epics),4.548,62,54,87.1,0.0057,8.152
1718,"AUSTERE ACADEMY (SERIES OF UNFORTUNATE EVENTS, NO 5)",4.548,62,56,90.32,0.0057,8.152
1719,Pilgrim's Progress (Hodder Christian Audio),4.548,62,54,87.1,0.0057,8.152
1720,Pilgrim's Progress,4.548,62,54,87.1,0.0057,8.152
1721,Captain Corelli's Mandolin,4.75,52,47,90.38,0.0048,8.151
1722,Just So Stories (Watermill Classic),4.049,103,74,71.84,0.0095,8.149
1723,A Man Without A Country,4.049,103,75,72.82,0.0095,8.149
1724,Just so stories: For little children,4.049,103,74,71.84,0.0095,8.149
1725,Just So Stories (Templar Classics),4.049,103,74,71.84,0.0095,8.149
1726,Just so stories for little children,4.049,103,74,71.84,0.0095,8.149
1727,Just-So Stories (Signet classics),4.049,103,74,71.84,0.0095,8.149
1728,"The One Minute ( -01) Manager - Increase Productivity, Profits, And Your Own Prosperity",4.14,93,76,81.72,0.0086,8.149
1729,Just-So Stories,4.049,103,74,71.84,0.0095,8.149
1730,How Leopard Got His Spots Kipling,4.049,103,74,71.84,0.0095,8.149
1731,The Long Goodbye (Bull's-eye),4.621,58,55,94.83,0.0054,8.148
1732,Long Goodbye,4.621,58,55,94.83,0.0054,8.148
1733,Elantris,4.167,90,75,83.33,0.0083,8.143
1734,Confessions of an Economic Hitman,3.464,224,126,56.25,0.0207,8.142
1735,Death be not proud: A memoir,4.104,96,76,79.17,0.0089,8.136
1736,Soul Harvest: The World Takes Sides (Left Behind #4),4.0,108,80,74.07,0.01,8.134
1737,"Soul Harvest: Left Behind, Volume 4",4.0,108,80,74.07,0.01,8.134
1738,Night to Remember,4.47,66,58,87.88,0.0061,8.133
1739,A Night to Remember,4.47,66,58,87.88,0.0061,8.133
1740,Men At Arms (Turtleback School & Library Binding Edition) (Discworld Novels),4.717,53,50,94.34,0.0049,8.133
1741,Birds Without Wings,4.673,55,51,92.73,0.0051,8.132
1742,"Eldest (Inheritance, Book 2)",3.479,217,124,57.14,0.0201,8.129
1743,The Golden Road,4.5,64,56,87.5,0.0059,8.128
1744,Helmet For My Pillow,4.448,67,60,89.55,0.0062,8.122
1745,"American Theocracy: The Peril and Politics of Radical Religion, Oil, and Borrowed Money in the 21stCentury",4.009,106,78,73.58,0.0098,8.12
1746,Man of My Dreams,3.947,114,90,78.95,0.0105,8.119
1747,The Big Rock Candy Mountain,4.4,70,64,91.43,0.0065,8.118
1748,Cold Comfort Farm,4.4,70,61,87.14,0.0065,8.118
1749,Big Rock Candy Mountain,4.4,70,64,91.43,0.0065,8.118
1750,Cold Comfort Farm (Isis Large Print Fiction),4.4,70,61,87.14,0.0065,8.118
1751,Blankets: An Illustrated Novel (Turtleback School & Library Binding Edition),4.643,56,53,94.64,0.0052,8.117
1752,Trouble With Physics the Rise of String,4.477,65,58,89.23,0.006,8.116
1753,The Thin Man,4.039,102,74,72.55,0.0094,8.113
1754,"Cranford;: A play from Mrs. Gaskell's novel,",4.299,77,68,88.31,0.0071,8.109
1755,Cranford (The Hesperides series),4.299,77,68,88.31,0.0071,8.109
1756,"The Best Democracy Money Can Buy: The Truth About Corporate Cons, Globalization, & High-Finance Fraudsters",4.38,71,60,84.51,0.0066,8.109
1757,Warlord of Mars (Martian Series #3),4.38,71,62,87.32,0.0066,8.109
1758,When Calls the Heart (Canadian West #1),4.38,71,59,83.1,0.0066,8.109
1759,When Calls the Heart (Secrets of Heathersleigh Hall),4.38,71,59,83.1,0.0066,8.109
1760,"Cranford, (Macmillan's pocket American and English classics)",4.299,77,68,88.31,0.0071,8.109
1761,CRANFORD.,4.299,77,68,88.31,0.0071,8.109
1762,The Nine Tailors;: Changes rung on an old theme in two short touches and two full peals,4.541,61,54,88.52,0.0056,8.107
1763,Prep,3.594,180,108,60.0,0.0166,8.106
1764,My Losing Season,4.455,66,57,86.36,0.0061,8.105
1765,The Sackett Brand,4.455,66,57,86.36,0.0061,8.105
1766,A Fine Dark Line,4.455,66,58,87.88,0.0061,8.105
1767,"Castles of Steel: Britain, Germany, and the Winning of the Great War at Sea",4.614,57,55,96.49,0.0053,8.102
1768,Hogfather (Discworld),4.614,57,52,91.23,0.0053,8.102
1769,The Slave,4.655,55,52,94.55,0.0051,8.101
1770,Hoot,4.232,82,68,82.93,0.0076,8.099
1771,The Sunbird,3.837,129,90,69.77,0.0119,8.099
1772,Forever,3.688,157,96,61.15,0.0145,8.098
1773,Welcome to the monkey house,4.433,67,59,88.06,0.0062,8.095
1774,The Book of Tea,4.083,96,74,77.08,0.0089,8.094
1775,"Pawn of Prophecy (The Belgariad Ser., Bk. 1)",3.972,109,80,73.39,0.0101,8.094
1776,Slammerkin,4.217,83,72,86.75,0.0077,8.092
1777,The Quiet Gentleman,4.462,65,61,93.85,0.006,8.088
1778,"Unheard Words: Women and Literature in Africa, the Arab World, Asia, the Caribbean and Latin America",4.462,65,60,92.31,0.006,8.088
1779,Guests of the Ayatollah: The First Battle in America's War with Militant Islam,4.462,65,60,92.31,0.006,8.088
1780,These Old Shades,4.625,56,53,94.64,0.0052,8.085
1781,These old shades,4.625,56,53,94.64,0.0052,8.085
1782,Giovanni's room (Signet book # S1559),4.712,52,49,94.23,0.0048,8.085
1783,Men At Arms,4.712,52,49,94.23,0.0048,8.085
1784,MEN AT ARMS: A Novel of Discworld,4.712,52,49,94.23,0.0048,8.085
1785,"Have Space Suit, Will Travel",4.412,68,58,85.29,0.0063,8.085
1786,Lie by Moonlight,4.0,105,75,71.43,0.0097,8.085
1787,Have Space Suit - Will Travel,4.412,68,58,85.29,0.0063,8.085
1788,I Know Why the Caged Bird Sings,4.096,94,73,77.66,0.0087,8.081
1789,I Know Why the Caged Bird Sings (New Portway Large Print Books),4.096,94,73,77.66,0.0087,8.081
1790,I Know Why The Caged Bird Sings,4.096,94,73,77.66,0.0087,8.081
1791,Fathers and Sons (A Norton Critical Edition),4.525,61,55,90.16,0.0056,8.078
1792,Fathers and sons (Bantam Classic),4.525,61,55,90.16,0.0056,8.078
1793,"Fathers & sons,",4.525,61,55,90.16,0.0056,8.078
1794,Never cry wolf,4.133,90,73,81.11,0.0083,8.078
1795,By the Pricking of My Thumbs,4.391,69,60,86.96,0.0064,8.075
1796,Snow Country,4.22,82,66,80.49,0.0076,8.075
1797,The Secret Adversary,4.22,82,66,80.49,0.0076,8.075
1798,Naked Economics: Undressing the Dismal Science,4.559,59,54,91.53,0.0055,8.074
1799,Rubicon: The Last Years of the Roman Republic,4.469,64,57,89.06,0.0059,8.071
1800,Jitterbug Perfume,4.469,64,55,85.94,0.0059,8.071
1801,"That hideous strength,: A modern fairy-tale for grown-ups",4.062,97,77,79.38,0.009,8.07
1802,That Hideous Strength (Space Trilogy),4.062,97,77,79.38,0.009,8.07
1803,That Hideous Strength,4.062,97,77,79.38,0.009,8.07
1804,That Hideous Strength: A Modern Fairy-Tale for Grown-ups,4.062,97,77,79.38,0.009,8.07
1805,This Perfect Day,4.679,53,48,90.57,0.0049,8.068
1806,Crusade in Europe,4.19,84,64,76.19,0.0078,8.064
1807,The varieties of religious experience: A study in human nature (Gifford lectures),4.238,80,64,80.0,0.0074,8.064
1808,The first part of King Henry the Fourth (The Yale Shakespeare),4.533,60,58,96.67,0.0055,8.061
1809,Ubik (The Gregg Press science fiction series),4.446,65,56,86.15,0.006,8.06
1810,The Murder Room (Adam Dalgliesh Mystery Series #12),4.273,77,66,85.71,0.0071,8.06
1811,The Murder Room: An Adam Dalgliesh Mystery,4.273,77,66,85.71,0.0071,8.06
1812,Forever Odd,3.656,160,90,56.25,0.0148,8.059
1813,Forever Odd: A Novel,3.656,160,90,56.25,0.0148,8.059
1814,Alias Grace: Complete & Unabridged,4.311,74,60,81.08,0.0068,8.058
1815,Invisible Monsters: A Novel,4.02,101,71,70.3,0.0093,8.057
1816,What Makes Sammy Run?,4.476,63,60,95.24,0.0058,8.054
1817,Code of the Woosters,4.74,50,46,92.0,0.0046,8.053
1818,Le Petit Prince,4.692,52,48,92.31,0.0048,8.052
1819,Kim,4.207,82,63,76.83,0.0076,8.052
1820,Kim (Modern Library Classics),4.207,82,63,76.83,0.0076,8.052
1821,True lies,4.377,69,61,88.41,0.0064,8.048
1822,Sleeping with the Devil: How Washington Sold Its Soul for Saudi Crude,4.377,69,61,88.41,0.0064,8.048
1823,Remote Control,4.333,72,60,83.33,0.0067,8.048
1824,Gnostic Gospels,4.03,99,78,78.79,0.0092,8.043
1825,The Crisis of Islam: Holy War and Unholy Terror,4.225,80,63,78.75,0.0074,8.041
1826,Steppenwolf,4.403,67,57,85.07,0.0062,8.04
1827,How To Cook Everything: Simple Recipes for Great Food,4.403,67,58,86.57,0.0062,8.04
1828,Roses Are Red,3.617,167,103,61.68,0.0154,8.039
1829,The castle of Llyr,4.484,62,58,93.55,0.0057,8.037
1830,Going Solo,4.706,51,48,94.12,0.0047,8.036
1831,Where Angels Walk,4.66,53,47,88.68,0.0049,8.036
1832,Mr. Popper's penguins,4.66,53,52,98.11,0.0049,8.036
1833,Mr. Popper's Penguins (Newbery Award Series/Cassette),4.66,53,52,98.11,0.0049,8.036
